task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1004	b5/7eb412	12186	bwaMem (1003)	COMPLETED	0	2020-09-18 09:22:56.096	7m 25s	7m 25s	96.6%	1 GB	1.3 GB	2.1 GB	2.1 GB
1003	11/9162f5	13096	bwaMem (1002)	COMPLETED	0	2020-09-18 09:23:05.914	7m 19s	7m 19s	94.9%	1 GB	1.4 GB	1.5 GB	1.6 GB
1006	d8/0dfb7d	18083	bwaMem (1005)	COMPLETED	0	2020-09-18 09:24:05.128	7m 6s	7m 5s	95.9%	1 GB	1.3 GB	2 GB	2 GB
999	91/74b0ac	30083	bwaMem (998)	COMPLETED	0	2020-09-18 09:26:17.692	5m 5s	5m 5s	94.3%	876.6 MB	1.1 GB	989.2 MB	953.8 MB
1000	31/ee3d60	23893	bwaMem (999)	COMPLETED	0	2020-09-18 09:25:12.262	7m 41s	7m 40s	96.0%	1 GB	1.3 GB	2.1 GB	2.1 GB
984	71/fd95a1	12276	bwaMem (983)	COMPLETED	0	2020-09-18 09:10:20.444	24m 34s	24m 33s	97.4%	1.1 GB	1.4 GB	6 GB	5.7 GB
1002	cc/4976ec	20026	bwaMem (1001)	COMPLETED	0	2020-09-18 09:30:21.577	4m 56s	4m 56s	93.3%	802.1 MB	1.1 GB	921.1 MB	879.2 MB
1012	6c/a3816e	25542	bwaMem (1011)	COMPLETED	0	2020-09-18 09:31:11.132	5m 32s	5m 32s	95.9%	1 GB	1.4 GB	1.5 GB	1.5 GB
1013	d3/716e8c	17174	bwaMem (1012)	COMPLETED	0	2020-09-18 09:35:17.876	1m 42s	1m 42s	94.8%	424.8 MB	1.1 GB	420.1 MB	424.7 MB
1001	b9/925d19	17033	bwaMem (1000)	COMPLETED	0	2020-09-18 09:29:51.922	7m 30s	7m 29s	96.6%	1 GB	1.4 GB	1.8 GB	1.7 GB
983	2f/5aab76	20952	bwaMem (982)	COMPLETED	0	2020-09-18 08:50:36.459	46m 45s	46m 45s	96.3%	1.1 GB	1.4 GB	10.1 GB	10 GB
996	85/2500cb	20455	bwaMem (995)	COMPLETED	0	2020-09-18 09:30:25.098	7m 7s	7m 6s	95.0%	1 GB	1.3 GB	1.9 GB	2 GB
1011	a4/e40759	26970	bwaMem (1010)	COMPLETED	0	2020-09-18 09:31:22.923	6m 17s	6m 17s	97.2%	1 GB	1.4 GB	1.7 GB	1.7 GB
1016	fd/1cd37a	30878	bwaMem (1015)	COMPLETED	0	2020-09-18 09:37:21.583	1m 28s	1m 28s	90.7%	282.5 MB	1 GB	254.7 MB	243 MB
1008	06/28444d	3114	bwaMem (1007)	COMPLETED	0	2020-09-18 09:32:53.267	7m 56s	7m 56s	96.9%	1.1 GB	1.3 GB	2.1 GB	2.2 GB
1010	33/1ba911	14154	bwaMem (1009)	COMPLETED	0	2020-09-18 09:34:54.031	6m 16s	6m 15s	97.5%	1 GB	1.4 GB	1.7 GB	1.7 GB
1018	e6/a56fc0	10668	bwaMem (1017)	COMPLETED	0	2020-09-18 09:38:49.860	3m 32s	3m 31s	90.9%	545.1 MB	1.1 GB	583.7 MB	560.4 MB
1019	84/3e214d	24134	bwaMem (1018)	COMPLETED	0	2020-09-18 09:40:49.400	3m 22s	3m 21s	85.5%	508 MB	1.1 GB	521.3 MB	510.2 MB
1017	1c/f2f0a1	30842	bwaMem (1016)	COMPLETED	0	2020-09-18 09:37:21.505	7m 15s	7m 15s	91.9%	1 GB	1.4 GB	1.5 GB	1.4 GB
1020	48/81e837	2942	bwaMem (1019)	COMPLETED	0	2020-09-18 09:42:21.441	4m 4s	4m 3s	83.7%	578.8 MB	1.1 GB	613.3 MB	589.9 MB
1009	13/acbcbb	28225	bwaMem (1008)	COMPLETED	0	2020-09-18 09:36:59.968	11m 19s	11m 18s	92.6%	1 GB	1.4 GB	2.6 GB	2.5 GB
1015	b5/7caf89	2018	bwaMem (1014)	COMPLETED	0	2020-09-18 09:37:40.384	11m 28s	11m 28s	91.0%	1 GB	1.3 GB	2.5 GB	2.4 GB
1007	7e/122a39	302	bwaMem (1006)	COMPLETED	0	2020-09-18 09:37:31.796	13m 11s	13m 11s	89.7%	1 GB	1.4 GB	3 GB	2.9 GB
1014	80/b93ba1	26178	bwaMem (1013)	COMPLETED	0	2020-09-18 09:36:43.182	16m 17s	16m 17s	90.5%	1 GB	1.4 GB	3.6 GB	3.5 GB
1022	57/231bff	31024	bwaMem (1021)	COMPLETED	0	2020-09-18 09:46:25.130	6m 52s	6m 51s	88.4%	1 GB	1.3 GB	1.7 GB	1.7 GB
1024	3d/6e6bff	26927	bwaMem (1023)	COMPLETED	0	2020-09-18 09:41:09.718	12m 49s	12m 48s	87.2%	1 GB	1.4 GB	2.5 GB	2.5 GB
1032	95/abe473	24732	bwaMem (1031)	COMPLETED	0	2020-09-18 09:50:42.968	4m 51s	4m 51s	85.2%	768.5 MB	1.1 GB	879.5 MB	828.7 MB
1031	b3/380a00	15917	bwaMem (1030)	COMPLETED	0	2020-09-18 09:49:08.291	8m 14s	8m 13s	89.5%	1.1 GB	1.4 GB	2 GB	2 GB
1021	ee/60be57	15421	bwaMem (1020)	COMPLETED	0	2020-09-18 09:44:11.163	14m 56s	14m 55s	88.1%	1.1 GB	1.4 GB	3.1 GB	3 GB
1025	2c/959d67	12721	bwaMem (1024)	COMPLETED	0	2020-09-18 09:53:58.737	6m 48s	6m 48s	90.9%	1 GB	1.4 GB	1.4 GB	1.5 GB
1026	1b/da0f49	7906	bwaMem (1025)	COMPLETED	0	2020-09-18 09:53:17.147	7m 33s	7m 32s	91.0%	1 GB	1.3 GB	1.9 GB	1.9 GB
1027	5a/9cf16f	18625	bwaMem (1026)	COMPLETED	0	2020-09-18 09:44:36.417	16m 38s	16m 37s	88.9%	1.1 GB	1.4 GB	3.7 GB	3.6 GB
1023	d2/38d38d	5749	bwaMem (1022)	COMPLETED	0	2020-09-18 09:53:00.135	8m 15s	8m 15s	90.2%	1 GB	1.3 GB	2.1 GB	2.1 GB
1036	96/2ed8a6	11137	bwaMem (1035)	COMPLETED	0	2020-09-18 09:59:07.098	2m 38s	2m 37s	89.1%	442.9 MB	1 GB	432.5 MB	415 MB
1030	2e/f5b1ee	10949	bwaMem (1029)	COMPLETED	0	2020-09-18 09:48:18.616	14m 14s	14m 14s	89.4%	1 GB	1.4 GB	3 GB	2.9 GB
1039	4d/ccc59f	23734	bwaMem (1038)	COMPLETED	0	2020-09-18 10:01:14.234	4m 26s	4m 25s	88.5%	720.8 MB	1.1 GB	785.9 MB	759.8 MB
1035	59/c4a625	628	bwaMem (1034)	COMPLETED	0	2020-09-18 10:02:32.435	3m 10s	3m 10s	87.5%	524.3 MB	1.1 GB	519.6 MB	499.1 MB
1029	8f/d02057	1127	bwaMem (1028)	COMPLETED	0	2020-09-18 09:57:22.325	8m 31s	8m 31s	90.4%	1.1 GB	1.4 GB	2.1 GB	2.2 GB
1028	ba/fee25a	23621	bwaMem (1027)	COMPLETED	0	2020-09-18 09:55:34.151	11m 9s	11m 8s	91.3%	1 GB	1.4 GB	2.5 GB	2.4 GB
1034	ab/57f277	27832	bwaMem (1033)	COMPLETED	0	2020-09-18 10:01:44.617	5m 31s	5m 30s	87.2%	1 GB	1.3 GB	1.1 GB	1.1 GB
1037	f7/ae6a3a	20152	bwaMem (1036)	COMPLETED	0	2020-09-18 10:00:47.114	7m 20s	7m 20s	91.4%	1 GB	1.3 GB	1.8 GB	1.9 GB
1046	a0/58dcfe	23862	bwaMem (1045)	COMPLETED	0	2020-09-18 10:05:53.780	5m 47s	5m 46s	91.3%	1 GB	1.3 GB	1.5 GB	1.5 GB
1045	18/98ef04	21966	bwaMem (1044)	COMPLETED	0	2020-09-18 10:05:42.739	6m 12s	6m 11s	90.1%	1 GB	1.3 GB	1.6 GB	1.6 GB
1043	34/360254	21514	bwaMem (1042)	COMPLETED	0	2020-09-18 10:05:40.030	6m 23s	6m 23s	91.7%	1 GB	1.4 GB	1.6 GB	1.6 GB
1049	c8/e80832	7891	bwaMem (1048)	COMPLETED	0	2020-09-18 10:08:06.987	5m 27s	5m 26s	87.5%	909.6 MB	1.1 GB	934.5 MB	980.1 MB
1033	41/1b2b96	23920	bwaMem (1032)	COMPLETED	0	2020-09-18 10:01:15.327	12m 43s	12m 42s	89.9%	1 GB	1.3 GB	2.7 GB	2.7 GB
1040	67/575f00	1785	bwaMem (1039)	COMPLETED	0	2020-09-18 10:07:15.538	7m 42s	7m 42s	90.3%	1 GB	1.4 GB	1.9 GB	1.9 GB
1051	a4/dfece3	20371	bwaMem (1050)	COMPLETED	0	2020-09-18 10:14:57.583	3m 29s	3m 28s	89.3%	575.7 MB	1.1 GB	613.2 MB	588.1 MB
1041	8c/cdce3e	888	bwaMem (1040)	COMPLETED	0	2020-09-18 10:11:54.397	6m 57s	6m 56s	92.7%	1 GB	1.3 GB	1.8 GB	1.8 GB
1047	15/3f0e75	14145	bwaMem (1046)	COMPLETED	0	2020-09-18 10:13:58.072	5m 12s	5m 12s	91.7%	1 GB	1.3 GB	1.1 GB	1.2 GB
1044	94/43f171	30135	bwaMem (1043)	COMPLETED	0	2020-09-18 10:06:43.184	12m 36s	12m 35s	90.7%	1 GB	1.4 GB	2.8 GB	2.7 GB
1038	f7/7d1445	20604	bwaMem (1037)	COMPLETED	0	2020-09-18 10:00:50.450	19m 13s	19m 12s	90.4%	1 GB	1.4 GB	3.8 GB	4 GB
1042	89/a9cf1b	2335	bwaMem (1041)	COMPLETED	0	2020-09-18 10:12:02.758	8m 33s	8m 32s	92.9%	1 GB	1.3 GB	2.4 GB	2.4 GB
1048	8b/27fba1	14743	bwaMem (1047)	COMPLETED	0	2020-09-18 10:19:18.868	2m 11s	2m 10s	91.0%	483.5 MB	1.1 GB	445.7 MB	458 MB
1054	d2/4e1124	13586	bwaMem (1053)	COMPLETED	0	2020-09-18 10:19:10.442	3m 49s	3m 48s	91.1%	600.7 MB	1.1 GB	638.1 MB	611.9 MB
1052	23/052159	11376	bwaMem (1051)	COMPLETED	0	2020-09-18 10:13:33.856	12m 38s	12m 37s	91.8%	1.1 GB	1.4 GB	2.6 GB	2.5 GB
1057	59/8621f0	30454	bwaMem (1056)	COMPLETED	0	2020-09-18 10:21:29.537	6m 5s	6m 5s	87.2%	896.2 MB	1.1 GB	1002.8 MB	964 MB
1056	50/b4d844	11342	bwaMem (1055)	COMPLETED	0	2020-09-18 10:18:51.047	9m 41s	9m 41s	92.8%	1.1 GB	1.4 GB	2.6 GB	2.6 GB
1060	a5/7d688c	8359	bwaMem (1059)	COMPLETED	0	2020-09-18 10:22:59.204	7m 35s	7m 34s	88.0%	992.2 MB	1.3 GB	1.5 GB	1.6 GB
1063	82/2ca246	27063	bwaMem (1062)	COMPLETED	0	2020-09-18 10:26:11.605	5m 24s	5m 23s	86.4%	766.1 MB	1.1 GB	831.7 MB	803.8 MB
1059	47/a5ebe2	23914	bwaMem (1058)	COMPLETED	0	2020-09-18 10:20:35.782	12m 47s	12m 46s	90.3%	1 GB	1.4 GB	2.8 GB	2.7 GB
1069	f0/862f2f	2460	bwaMem (1068)	COMPLETED	0	2020-09-18 10:33:22.525	54.8s	54.1s	89.6%	261 MB	1 GB	183.9 MB	182.8 MB
1053	c0/f0b9dd	8702	bwaMem (1052)	COMPLETED	0	2020-09-18 10:18:26.309	16m 8s	16m 8s	90.6%	1 GB	1.3 GB	3.6 GB	3.5 GB
1065	8c/87eecd	9373	bwaMem (1064)	COMPLETED	0	2020-09-18 10:28:32.008	8m 9s	8m 9s	90.7%	1 GB	1.4 GB	1.7 GB	1.7 GB
1061	a6/2f35dc	7161	bwaMem (1060)	COMPLETED	0	2020-09-18 10:34:17.347	4m 5s	4m 4s	88.2%	808.5 MB	1.1 GB	863.2 MB	880.5 MB
1062	e8/d217f9	3264	bwaMem (1061)	COMPLETED	0	2020-09-18 10:27:34.648	12m 29s	12m 29s	91.4%	1 GB	1.3 GB	2.9 GB	2.8 GB
1068	fe/0229b1	26932	bwaMem (1067)	COMPLETED	0	2020-09-18 10:31:35.434	8m 50s	8m 49s	93.7%	1 GB	1.3 GB	2.4 GB	2.4 GB
1067	08/fd036a	21230	bwaMem (1066)	COMPLETED	0	2020-09-18 10:30:34.210	12m 22s	12m 22s	91.0%	1 GB	1.4 GB	2.7 GB	2.6 GB
1073	d8/e81be7	8579	bwaMem (1072)	COMPLETED	0	2020-09-18 10:40:24.967	3m 8s	3m 7s	87.5%	518.5 MB	1.1 GB	512.7 MB	497.9 MB
1066	a4/3acb85	20623	bwaMem (1065)	COMPLETED	0	2020-09-18 10:36:41.471	7m 6s	7m 6s	91.0%	1 GB	1.4 GB	1.8 GB	1.8 GB
1072	99/c87d60	6120	bwaMem (1071)	COMPLETED	0	2020-09-18 10:40:04.027	5m 24s	5m 23s	89.5%	1 GB	1.3 GB	1.1 GB	1.1 GB
1075	11/27a57a	21605	bwaMem (1074)	COMPLETED	0	2020-09-18 10:42:56.594	4m 17s	4m 17s	91.1%	834.6 MB	1.1 GB	855.5 MB	808.9 MB
1058	36/a32295	30012	bwaMem (1057)	COMPLETED	0	2020-09-18 10:38:22.035	9m 36s	9m 35s	92.3%	1 GB	1.3 GB	2.1 GB	2.1 GB
1055	dd/3882f7	19767	bwaMem (1054)	COMPLETED	0	2020-09-18 10:20:03.332	28m 48s	28m 48s	90.9%	1 GB	1.4 GB	6 GB	5.9 GB
1064	14/24c638	9087	bwaMem (1063)	COMPLETED	0	2020-09-18 10:34:34.656	14m 52s	14m 51s	91.7%	1 GB	1.4 GB	3.3 GB	3.1 GB
1080	6c/fa1554	21358	bwaMem (1079)	COMPLETED	0	2020-09-18 10:48:51.766	3m 54s	3m 53s	87.6%	600.6 MB	1.1 GB	628.9 MB	605.8 MB
1074	7a/b53571	12877	bwaMem (1073)	COMPLETED	0	2020-09-18 10:47:14.028	7m 36s	7m 36s	91.7%	1.1 GB	1.3 GB	2 GB	2 GB
1070	ee/5a80c0	27072	bwaMem (1069)	COMPLETED	0	2020-09-18 10:43:47.618	11m 36s	11m 35s	91.6%	1.1 GB	1.4 GB	2.6 GB	2.6 GB
1081	c7/554637	25109	bwaMem (1080)	COMPLETED	0	2020-09-18 10:49:26.667	6m 23s	6m 22s	90.5%	1 GB	1.3 GB	1.6 GB	1.6 GB
1071	b2/7a400e	4096	bwaMem (1070)	COMPLETED	0	2020-09-18 10:45:27.835	11m 56s	11m 56s	92.2%	1 GB	1.4 GB	2.7 GB	2.6 GB
1085	4c/4ec597	25481	bwaMem (1084)	COMPLETED	0	2020-09-18 10:54:50.270	2m 41s	2m 40s	89.2%	445.3 MB	1 GB	444.4 MB	427 MB
1077	ad/c501d5	25177	bwaMem (1076)	COMPLETED	0	2020-09-18 10:43:32.548	14m 1s	14m 1s	91.1%	1 GB	1.3 GB	3 GB	2.9 GB
1050	85/e86f17	31616	bwaMem (1049)	COMPLETED	0	2020-09-18 10:11:40.983	47m 23s	47m 22s	92.1%	1.1 GB	1.4 GB	10 GB	9.8 GB
1079	a3/99b065	7826	bwaMem (1078)	COMPLETED	0	2020-09-18 10:57:30.849	3m 20s	3m 19s	87.9%	552.5 MB	1.1 GB	597.2 MB	573.9 MB
1084	ba/87c38c	12916	bwaMem (1083)	COMPLETED	0	2020-09-18 10:52:45.600	10m 3s	10m 2s	91.8%	1 GB	1.4 GB	2.1 GB	2 GB
1076	67/f78312	16725	bwaMem (1075)	COMPLETED	0	2020-09-18 10:47:58.004	15m 3s	15m 2s	88.5%	1 GB	1.3 GB	1.3 GB	1.3 GB
1086	36/9631d2	29746	bwaMem (1085)	COMPLETED	0	2020-09-18 11:00:50.831	3m 44s	3m 44s	88.8%	600.2 MB	1.1 GB	629.1 MB	605.4 MB
1089	11/567168	9266	bwaMem (1088)	COMPLETED	0	2020-09-18 11:02:48.111	2m 32s	2m 32s	89.7%	440.6 MB	1 GB	437.1 MB	420 MB
1083	e5/a3bac0	18548	bwaMem (1082)	COMPLETED	0	2020-09-18 10:59:03.523	6m 20s	6m 20s	91.6%	1 GB	1.4 GB	1.4 GB	1.4 GB
1082	ff/6f7d64	8223	bwaMem (1081)	COMPLETED	0	2020-09-18 10:57:33.361	7m 54s	7m 54s	92.0%	1 GB	1.3 GB	2.1 GB	2.1 GB
1088	41/57527d	7015	bwaMem (1087)	COMPLETED	0	2020-09-18 10:57:24.272	9m 5s	9m 5s	92.6%	1 GB	1.3 GB	2.5 GB	2.5 GB
1087	ee/18f024	31337	bwaMem (1086)	COMPLETED	0	2020-09-18 10:55:49.342	10m 52s	10m 52s	91.6%	1 GB	1.4 GB	2.3 GB	2.4 GB
1092	23/660139	22148	bwaMem (1091)	COMPLETED	0	2020-09-18 11:04:35.314	3m 48s	3m 48s	92.2%	800.6 MB	1.2 GB	772.8 MB	798.2 MB
1091	61/7c0bae	5545	bwaMem (1090)	COMPLETED	0	2020-09-18 11:06:41.836	1m 47s	1m 47s	92.1%	401.6 MB	1 GB	330.2 MB	337.1 MB
1078	4d/43cb02	28529	bwaMem (1077)	COMPLETED	0	2020-09-18 10:55:23.163	13m 26s	13m 26s	93.1%	1 GB	1.4 GB	3.1 GB	2.9 GB
1094	f1/908882	27310	bwaMem (1093)	COMPLETED	0	2020-09-18 11:05:20.280	3m 45s	3m 44s	93.1%	609.5 MB	1.1 GB	637.7 MB	616.1 MB
1097	25/e4eaca	27805	bwaMem (1096)	COMPLETED	0	2020-09-18 11:05:23.973	4m 13s	4m 13s	94.2%	777.3 MB	1.1 GB	870 MB	822.4 MB
1090	51/17492e	10950	bwaMem (1089)	COMPLETED	0	2020-09-18 11:03:00.867	7m 1s	7m 1s	93.8%	1 GB	1.4 GB	1.8 GB	1.8 GB
1096	89/55fdff	17053	bwaMem (1095)	COMPLETED	0	2020-09-18 11:08:29.244	3m 23s	3m 22s	93.6%	576.7 MB	1.1 GB	622.4 MB	597.2 MB
1100	1b/cc87f6	3787	bwaMem (1099)	COMPLETED	0	2020-09-18 11:06:29.414	5m 52s	5m 52s	96.1%	1 GB	1.4 GB	1.6 GB	1.6 GB
1098	27/a81be5	20183	bwaMem (1097)	COMPLETED	0	2020-09-18 11:08:49.300	3m 39s	3m 39s	93.1%	624.2 MB	1.1 GB	667.3 MB	646 MB
1093	0e/33c5a5	16315	bwaMem (1092)	COMPLETED	0	2020-09-18 11:08:23.663	5m 57s	5m 57s	96.3%	1 GB	1.4 GB	1.6 GB	1.6 GB
1107	99/5d436f	29905	bwaMem (1106)	COMPLETED	0	2020-09-18 11:10:02.062	4m 22s	4m 22s	92.5%	833.5 MB	1.1 GB	873 MB	830.6 MB
1103	4e/9f95e2	22312	bwaMem (1102)	COMPLETED	0	2020-09-18 11:09:05.047	7m 5s	7m 4s	93.9%	1 GB	1.3 GB	1.9 GB	1.9 GB
1099	11/945036	10067	bwaMem (1098)	COMPLETED	0	2020-09-18 11:11:51.902	5m 38s	5m 37s	96.1%	1 GB	1.4 GB	1.5 GB	1.5 GB
1101	6d/9023b8	13769	bwaMem (1100)	COMPLETED	0	2020-09-18 11:12:21.391	6m 44s	6m 43s	94.8%	1 GB	1.3 GB	1.9 GB	1.9 GB
1102	c1/473da7	14715	bwaMem (1101)	COMPLETED	0	2020-09-18 11:12:28.535	7m 27s	7m 26s	96.0%	1 GB	1.3 GB	2 GB	2.1 GB
1105	09/f70a63	28664	bwaMem (1104)	COMPLETED	0	2020-09-18 11:14:24.463	5m 55s	5m 54s	95.4%	1 GB	1.3 GB	1.6 GB	1.6 GB
1106	64/3b41e8	26633	bwaMem (1105)	COMPLETED	0	2020-09-18 11:09:37.406	13m 3s	13m 3s	95.5%	1.1 GB	1.4 GB	3.2 GB	3.1 GB
1108	a3/8af55b	17500	bwaMem (1107)	COMPLETED	0	2020-09-18 11:17:29.536	7m 34s	7m 34s	94.7%	1 GB	1.4 GB	1.7 GB	1.7 GB
1111	ca/7b5a86	27381	bwaMem (1110)	COMPLETED	0	2020-09-18 11:19:05.271	7m 9s	7m 8s	95.9%	1 GB	1.3 GB	1.9 GB	2 GB
1104	92/c457b8	8607	bwaMem (1103)	COMPLETED	0	2020-09-18 11:16:09.681	12m	12m	94.6%	1 GB	1.4 GB	2.7 GB	2.7 GB
1115	ce/627b26	456	bwaMem (1114)	COMPLETED	0	2020-09-18 11:19:55.518	8m 51s	8m 51s	95.1%	1 GB	1.4 GB	2 GB	1.9 GB
1113	db/59826d	3403	bwaMem (1112)	COMPLETED	0	2020-09-18 11:20:18.982	8m 56s	8m 56s	96.7%	1 GB	1.4 GB	2.5 GB	2.5 GB
1110	26/f93bf2	16755	bwaMem (1109)	COMPLETED	0	2020-09-18 11:22:40.786	8m 15s	8m 15s	95.1%	1 GB	1.4 GB	1.8 GB	1.9 GB
1109	ab/777d38	27959	bwaMem (1108)	COMPLETED	0	2020-09-18 11:14:20.881	17m 14s	17m 14s	96.0%	1 GB	1.4 GB	4.1 GB	4 GB
1119	74/d1db49	5926	bwaMem (1118)	COMPLETED	0	2020-09-18 11:26:14.179	6m 42s	6m 41s	96.4%	1 GB	1.3 GB	1.9 GB	1.9 GB
1118	93/0400e5	22779	bwaMem (1117)	COMPLETED	0	2020-09-18 11:29:15.166	5m 59s	5m 59s	96.0%	1016.7 MB	1.2 GB	1.3 GB	1.2 GB
1123	40/c5557f	3877	bwaMem (1122)	COMPLETED	0	2020-09-18 11:31:35.383	3m 47s	3m 47s	94.1%	664.3 MB	1.1 GB	722.8 MB	696.5 MB
1116	37/6bda3d	19663	bwaMem (1115)	COMPLETED	0	2020-09-18 11:28:46.596	6m 40s	6m 39s	97.3%	1 GB	1.3 GB	1.9 GB	1.9 GB
1114	e2/65a565	16121	bwaMem (1113)	COMPLETED	0	2020-09-18 11:28:10.053	7m 43s	7m 42s	95.5%	994 MB	1.3 GB	1.7 GB	1.8 GB
1122	50/b8f052	12160	bwaMem (1121)	COMPLETED	0	2020-09-18 11:32:55.765	4m 24s	4m 23s	93.1%	705.3 MB	1.1 GB	735 MB	711.6 MB
1112	ea/b470ee	31554	bwaMem (1111)	COMPLETED	0	2020-09-18 11:25:03.652	12m 42s	12m 42s	96.4%	1 GB	1.4 GB	3.1 GB	3 GB
1121	bb/287091	31819	bwaMem (1120)	COMPLETED	0	2020-09-18 11:35:52.682	3m 40s	3m 40s	95.1%	638 MB	1.1 GB	701.1 MB	676.2 MB
1095	7b/7c2886	28522	bwaMem (1094)	COMPLETED	0	2020-09-18 11:05:27.678	34m 57s	34m 57s	96.6%	1.1 GB	1.4 GB	8.5 GB	8.1 GB
1120	c1/55744f	10911	bwaMem (1119)	COMPLETED	0	2020-09-18 11:37:45.950	3m 50s	3m 49s	93.7%	639.6 MB	1.1 GB	689.8 MB	668.1 MB
1128	23/a683f3	28088	bwaMem (1127)	COMPLETED	0	2020-09-18 11:35:26.572	7m 8s	7m 8s	96.4%	1 GB	1.3 GB	2 GB	2 GB
1127	95/694b48	27427	bwaMem (1126)	COMPLETED	0	2020-09-18 11:35:22.507	7m 30s	7m 30s	96.1%	1 GB	1.3 GB	2 GB	2 GB
1125	f0/31de74	27879	bwaMem (1124)	COMPLETED	0	2020-09-18 11:40:25.063	2m 48s	2m 47s	94.5%	499.9 MB	1.1 GB	516.8 MB	499.1 MB
1130	48/de1055	3802	bwaMem (1129)	COMPLETED	0	2020-09-18 11:41:35.603	4m 58s	4m 57s	93.0%	864.3 MB	1.1 GB	978.7 MB	938.4 MB
1131	96/55a287	15313	bwaMem (1130)	COMPLETED	0	2020-09-18 11:43:13.217	6m 46s	6m 45s	96.9%	1 GB	1.3 GB	1.9 GB	1.9 GB
1126	2c/336a1f	26488	bwaMem (1125)	COMPLETED	0	2020-09-18 11:35:14.135	16m 10s	16m 10s	96.2%	1.1 GB	1.4 GB	3.8 GB	3.7 GB
1133	e2/6ad2eb	12396	bwaMem (1132)	COMPLETED	0	2020-09-18 11:42:52.254	8m 37s	8m 37s	94.2%	1 GB	1.3 GB	1.8 GB	1.9 GB
1137	5c/aab483	2986	bwaMem (1136)	COMPLETED	0	2020-09-18 11:46:33.388	5m 11s	5m 11s	95.2%	1 GB	1.3 GB	1.2 GB	1.2 GB
1135	87/16bd06	27268	bwaMem (1134)	COMPLETED	0	2020-09-18 11:51:24.554	2m 55s	2m 54s	93.3%	590 MB	1.2 GB	532.8 MB	518.7 MB
1138	ac/a7fab3	27758	bwaMem (1137)	COMPLETED	0	2020-09-18 11:51:29.716	3m 21s	3m 20s	93.5%	600.2 MB	1.1 GB	622.1 MB	599.9 MB
1132	cd/7ca5f8	10123	bwaMem (1131)	COMPLETED	0	2020-09-18 11:42:34.688	13m 6s	13m 6s	96.2%	1 GB	1.3 GB	2.8 GB	2.9 GB
1140	17/17ba32	12355	bwaMem (1139)	COMPLETED	0	2020-09-18 11:54:50.333	4m 51s	4m 50s	93.6%	740.3 MB	1.1 GB	799.7 MB	788.7 MB
1136	c5/67a9fa	20662	bwaMem (1135)	COMPLETED	0	2020-09-18 11:49:58.903	13m 20s	13m 20s	97.3%	1.1 GB	1.4 GB	3.2 GB	3.1 GB
1134	da/674202	9634	bwaMem (1133)	COMPLETED	0	2020-09-18 11:54:19.800	10m 42s	10m 41s	96.9%	1.1 GB	1.4 GB	2.6 GB	2.5 GB
1141	20/ae2c33	3094	bwaMem (1140)	COMPLETED	0	2020-09-18 11:59:41.011	5m 54s	5m 53s	96.3%	1 GB	1.4 GB	1.4 GB	1.3 GB
1142	20/fc7861	29772	bwaMem (1141)	COMPLETED	0	2020-09-18 11:51:44.800	13m 53s	13m 52s	96.3%	1 GB	1.4 GB	3.2 GB	3.1 GB
1148	b9/48190c	28684	bwaMem (1147)	COMPLETED	0	2020-09-18 12:05:34.919	2m 26s	2m 25s	93.0%	517 MB	1.1 GB	466.9 MB	480.7 MB
1139	38/4f1df6	16284	bwaMem (1138)	COMPLETED	0	2020-09-18 11:55:41.116	13m 10s	13m 9s	95.4%	1 GB	1.3 GB	2.9 GB	3 GB
1144	21/3159c5	29060	bwaMem (1143)	COMPLETED	0	2020-09-18 12:05:37.810	6m 52s	6m 51s	96.3%	1 GB	1.4 GB	1.8 GB	1.8 GB
1143	1b/2ec838	26031	bwaMem (1142)	COMPLETED	0	2020-09-18 12:05:01.540	7m 43s	7m 43s	96.6%	1.1 GB	1.3 GB	2.1 GB	2.1 GB
1145	a0/b02901	18788	bwaMem (1144)	COMPLETED	0	2020-09-18 12:03:19.157	11m 16s	11m 16s	96.6%	1.1 GB	1.4 GB	2.8 GB	2.7 GB
1152	0e/bac6db	29304	bwaMem (1151)	COMPLETED	0	2020-09-18 12:12:29.576	2m 41s	2m 41s	94.6%	467.5 MB	1 GB	492.4 MB	471.7 MB
1149	b7/0a2d74	30802	bwaMem (1148)	COMPLETED	0	2020-09-18 12:12:44.926	3m 45s	3m 44s	95.3%	741.2 MB	1.1 GB	715.2 MB	744.4 MB
1150	40/fc3dbe	7374	bwaMem (1149)	COMPLETED	0	2020-09-18 12:14:35.075	2m 8s	2m 8s	95.2%	517.7 MB	1.1 GB	444.9 MB	457.1 MB
1147	e0/0936b3	11996	bwaMem (1146)	COMPLETED	0	2020-09-18 12:08:50.786	10m 38s	10m 37s	96.8%	1 GB	1.4 GB	2.5 GB	2.4 GB
1146	e5/ec6c38	7951	bwaMem (1145)	COMPLETED	0	2020-09-18 12:08:00.571	11m 33s	11m 33s	96.2%	1 GB	1.4 GB	2.6 GB	2.7 GB
1159	16/5bdfc9	32329	bwaMem (1158)	COMPLETED	0	2020-09-18 12:19:33.859	2m 3s	2m 2s	93.2%	364.6 MB	1 GB	349.2 MB	335.1 MB
