task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
860	67/6b67d3	31083	samtoolsIndex (859)	COMPLETED	0	2020-09-18 16:52:40.932	2.1s	1.9s	69.5%	6.1 MB	29.5 MB	50.3 MB	13.3 KB
852	20/2b665d	26863	samtoolsIndex (851)	COMPLETED	0	2020-09-18 16:52:28.135	16.1s	16s	63.5%	6.3 MB	29.8 MB	395.3 MB	15.7 KB
849	39/ba3bf6	25079	samtoolsIndex (848)	COMPLETED	0	2020-09-18 16:52:21.346	28.4s	28.2s	67.0%	6.2 MB	29.6 MB	716.9 MB	15.4 KB
857	98/a9fa84	29187	samtoolsIndex (856)	COMPLETED	0	2020-09-18 16:52:35.133	14.7s	14.5s	66.0%	6.2 MB	29.6 MB	384.6 MB	14.1 KB
858	48/50c92f	29511	samtoolsIndex (857)	COMPLETED	0	2020-09-18 16:52:36.011	17.7s	17.5s	63.3%	6.2 MB	29.5 MB	435.3 MB	14.1 KB
864	d8/e57e39	32053	samtoolsIndex (863)	COMPLETED	0	2020-09-18 16:52:44.233	9.6s	9.5s	65.0%	6.3 MB	29.6 MB	229.5 MB	14 KB
856	e7/ff13fa	26377	samtoolsIndex (855)	COMPLETED	0	2020-09-18 16:52:25.918	30.5s	30.3s	62.2%	6.3 MB	29.6 MB	741.9 MB	15.4 KB
867	e0/90ffd2	1228	samtoolsIndex (866)	COMPLETED	0	2020-09-18 16:52:49.837	8.4s	8.2s	59.7%	6.2 MB	29.6 MB	211.1 MB	15.3 KB
865	0e/5f8165	31686	samtoolsIndex (864)	COMPLETED	0	2020-09-18 16:52:43.018	15.6s	15.3s	65.4%	6.3 MB	29.8 MB	392.8 MB	15.3 KB
863	52/426117	31596	samtoolsIndex (862)	COMPLETED	0	2020-09-18 16:52:42.767	16.7s	16.5s	65.6%	6.2 MB	29.6 MB	440.3 MB	14.4 KB
871	7e/632267	3206	samtoolsIndex (870)	COMPLETED	0	2020-09-18 16:52:56.383	3.2s	3s	65.2%	6.2 MB	29.5 MB	72.5 MB	13.5 KB
866	73/a7a0d1	1159	samtoolsIndex (865)	COMPLETED	0	2020-09-18 16:52:49.741	12s	11.7s	62.6%	6.1 MB	29.5 MB	308.5 MB	13.7 KB
876	13/6c3246	3765	samtoolsIndex (875)	COMPLETED	0	2020-09-18 16:52:58.296	3.4s	3.2s	67.2%	6.1 MB	29.5 MB	77.5 MB	13.4 KB
877	50/b4eff5	3909	samtoolsIndex (876)	COMPLETED	0	2020-09-18 16:52:58.652	3.4s	3.2s	68.0%	6.1 MB	29.5 MB	80.4 MB	13.6 KB
862	4f/c96326	31169	samtoolsIndex (861)	COMPLETED	0	2020-09-18 16:52:41.184	21.2s	20.8s	65.9%	6.3 MB	29.6 MB	556.9 MB	14.9 KB
875	96/44f702	5332	samtoolsIndex (874)	COMPLETED	0	2020-09-18 16:53:02.341	3s	2.7s	63.9%	6.2 MB	29.5 MB	65.7 MB	13.4 KB
874	70/2caf22	4996	samtoolsIndex (873)	COMPLETED	0	2020-09-18 16:53:01.695	4.4s	4.1s	61.4%	6.2 MB	29.5 MB	89.7 MB	13.8 KB
868	d4/c1b640	2335	samtoolsIndex (867)	COMPLETED	0	2020-09-18 16:52:53.739	13.7s	13.6s	68.7%	6.2 MB	29.6 MB	357.3 MB	13.8 KB
878	27/f8524b	6491	samtoolsIndex (877)	COMPLETED	0	2020-09-18 16:53:05.388	3.4s	3.2s	69.3%	6.2 MB	29.5 MB	78.8 MB	13.6 KB
869	0f/c17559	4137	samtoolsIndex (868)	COMPLETED	0	2020-09-18 16:52:59.497	11.5s	11.1s	63.3%	6.1 MB	29.5 MB	264 MB	13.7 KB
881	5b/fcec90	7738	samtoolsIndex (880)	COMPLETED	0	2020-09-18 16:53:08.745	3s	2.8s	65.3%	6 MB	29.5 MB	64.8 MB	13.4 KB
885	42/1662af	7261	samtoolsIndex (884)	COMPLETED	0	2020-09-18 16:53:07.476	4.9s	4.6s	75.7%	5.9 MB	29.5 MB	117.5 MB	13.5 KB
870	11/400a2a	2408	samtoolsIndex (869)	COMPLETED	0	2020-09-18 16:52:53.884	18.6s	18.2s	68.4%	6.4 MB	29.6 MB	479.7 MB	14.5 KB
883	cf/406e5b	5143	samtoolsIndex (882)	COMPLETED	0	2020-09-18 16:53:02.009	12.1s	11.8s	63.6%	6.3 MB	29.6 MB	313.2 MB	13.9 KB
872	9e/eef986	4208	samtoolsIndex (871)	COMPLETED	0	2020-09-18 16:52:59.603	15.4s	15s	68.8%	6.2 MB	29.6 MB	406.6 MB	14.1 KB
880	4a/f4fd8c	6732	samtoolsIndex (879)	COMPLETED	0	2020-09-18 16:53:06.064	11.9s	11.6s	70.4%	6.1 MB	29.5 MB	279.9 MB	13.8 KB
884	8a/07104a	8763	samtoolsIndex (883)	COMPLETED	0	2020-09-18 16:53:11.750	10.7s	10.5s	61.0%	6.3 MB	29.6 MB	277.5 MB	14 KB
873	0c/f58e62	5000	samtoolsIndex (872)	COMPLETED	0	2020-09-18 16:53:01.718	21s	20.8s	65.8%	6.1 MB	29.6 MB	545 MB	14.4 KB
882	27/eeff31	8522	samtoolsIndex (881)	COMPLETED	0	2020-09-18 16:53:10.992	12.4s	12.1s	63.5%	6.1 MB	29.5 MB	310.2 MB	13.9 KB
887	68/89cede	10111	samtoolsIndex (886)	COMPLETED	0	2020-09-18 16:53:14.984	10.2s	10.1s	68.5%	6.2 MB	29.5 MB	249.8 MB	13.7 KB
886	36/8857ee	9055	samtoolsIndex (885)	COMPLETED	0	2020-09-18 16:53:12.341	14.7s	14.5s	63.9%	6.2 MB	29.6 MB	362.9 MB	14 KB
889	44/e0616c	9131	samtoolsIndex (888)	COMPLETED	0	2020-09-18 16:53:12.475	15s	14.7s	66.6%	6.2 MB	29.5 MB	390.5 MB	14.2 KB
893	84/44a8f3	11002	samtoolsIndex (892)	COMPLETED	0	2020-09-18 16:53:17.953	12.9s	12.6s	60.3%	6.2 MB	29.5 MB	322 MB	13.9 KB
891	d4/991450	14564	samtoolsIndex (890)	COMPLETED	0	2020-09-18 16:53:27.501	3.7s	3.5s	67.7%	6.3 MB	29.5 MB	85.3 MB	13.5 KB
892	87/bd9ab6	14340	samtoolsIndex (891)	COMPLETED	0	2020-09-18 16:53:27.039	4.9s	4.8s	70.1%	6.2 MB	29.5 MB	120.7 MB	13.7 KB
895	c8/cb735d	12985	samtoolsIndex (894)	COMPLETED	0	2020-09-18 16:53:23.398	12.4s	12.2s	64.9%	6.1 MB	29.5 MB	330.9 MB	13.8 KB
901	43/9315fe	15848	samtoolsIndex (900)	COMPLETED	0	2020-09-18 16:53:31.246	5.6s	5.4s	64.9%	6.2 MB	29.5 MB	138.8 MB	13.6 KB
888	e1/20506c	13698	samtoolsIndex (887)	COMPLETED	0	2020-09-18 16:53:25.205	12.4s	12.2s	65.2%	6.2 MB	29.5 MB	306.5 MB	13.8 KB
890	ad/3edaa2	9800	samtoolsIndex (889)	COMPLETED	0	2020-09-18 16:53:14.111	25.9s	25.6s	64.4%	6.1 MB	29.6 MB	650.4 MB	15 KB
899	e1/6dc43a	17707	samtoolsIndex (898)	COMPLETED	0	2020-09-18 16:53:36.878	3.4s	3.2s	65.9%	6.2 MB	29.5 MB	80.3 MB	13.5 KB
879	02/4cdcf5	12677	samtoolsIndex (878)	COMPLETED	0	2020-09-18 16:53:22.747	17.9s	17.7s	66.6%	6 MB	29.5 MB	457.7 MB	14.3 KB
904	ed/f2a866	17979	samtoolsIndex (903)	COMPLETED	0	2020-09-18 16:53:37.563	3.7s	3.6s	74.6%	6 MB	29.5 MB	92.5 MB	13.7 KB
896	ae/de9447	15649	samtoolsIndex (895)	COMPLETED	0	2020-09-18 16:53:30.819	10.5s	10.2s	79.8%	6 MB	29.5 MB	236.8 MB	13.9 KB
900	cb/a5b948	18614	samtoolsIndex (899)	COMPLETED	0	2020-09-18 16:53:40.057	3.2s	2.9s	71.0%	6.2 MB	29.5 MB	77.6 MB	13.3 KB
902	0b/fcb293	18733	samtoolsIndex (901)	COMPLETED	0	2020-09-18 16:53:40.320	4.7s	4.4s	71.7%	6.2 MB	29.5 MB	104.5 MB	13.4 KB
897	2a/f3ba44	16136	samtoolsIndex (896)	COMPLETED	0	2020-09-18 16:53:31.974	17.3s	17.2s	66.6%	6.1 MB	29.5 MB	442.7 MB	14.2 KB
894	47/46364f	12567	samtoolsIndex (893)	COMPLETED	0	2020-09-18 16:53:22.467	28.9s	28.7s	66.1%	6.3 MB	29.6 MB	724.7 MB	15.7 KB
909	9f/5ee118	19199	samtoolsIndex (908)	COMPLETED	0	2020-09-18 16:53:41.345	10.5s	10.3s	62.4%	6.1 MB	29.5 MB	255.1 MB	13.9 KB
914	23/db227b	20538	samtoolsIndex (913)	COMPLETED	0	2020-09-18 16:53:44.992	7.8s	7.6s	59.7%	6.1 MB	29.6 MB	193.5 MB	14.9 KB
905	ac/8d4c2a	19187	samtoolsIndex (904)	COMPLETED	0	2020-09-18 16:53:41.309	12.3s	12.1s	64.7%	6.3 MB	29.5 MB	303.1 MB	13.8 KB
913	87/642798	19929	samtoolsIndex (912)	COMPLETED	0	2020-09-18 16:53:43.228	13.3s	13.1s	66.6%	6.2 MB	29.6 MB	336.5 MB	13.8 KB
907	a0/6823d9	22488	samtoolsIndex (906)	COMPLETED	0	2020-09-18 16:53:51.357	11.3s	11s	67.2%	6.2 MB	29.5 MB	281.8 MB	13.8 KB
906	c6/42175b	21834	samtoolsIndex (905)	COMPLETED	0	2020-09-18 16:53:49.323	15.6s	15.4s	69.5%	6.2 MB	29.8 MB	377.9 MB	15.5 KB
903	b7/cdc28f	18914	samtoolsIndex (902)	COMPLETED	0	2020-09-18 16:53:40.658	26.3s	26.1s	64.0%	6.4 MB	29.8 MB	665.7 MB	15.6 KB
910	61/af8c11	26099	samtoolsIndex (909)	COMPLETED	0	2020-09-18 16:54:02.617	4.5s	4.4s	64.4%	6.2 MB	29.5 MB	106 MB	13.7 KB
917	06/2a561f	23434	samtoolsIndex (916)	COMPLETED	0	2020-09-18 16:53:53.642	14.6s	14.4s	64.8%	6.3 MB	29.5 MB	366.1 MB	13.9 KB
911	3c/f31302	23045	samtoolsIndex (910)	COMPLETED	0	2020-09-18 16:53:52.808	17.6s	17.4s	65.3%	6.1 MB	29.5 MB	438.5 MB	14.3 KB
919	f8/2b12d7	28261	samtoolsIndex (918)	COMPLETED	0	2020-09-18 16:54:10.446	2.8s	2.6s	62.0%	6.1 MB	29.5 MB	61 MB	13.3 KB
916	d3/bfec71	27614	samtoolsIndex (915)	COMPLETED	0	2020-09-18 16:54:08.251	5.1s	5s	61.9%	6 MB	29.5 MB	109.6 MB	13.5 KB
908	72/abd81a	22706	samtoolsIndex (907)	COMPLETED	0	2020-09-18 16:53:51.826	23.7s	23.5s	64.1%	6 MB	29.6 MB	594.6 MB	14.8 KB
898	2d/cd0e42	17401	samtoolsIndex (897)	COMPLETED	0	2020-09-18 16:53:35.845	40.7s	40.5s	63.0%	6.4 MB	29.8 MB	1 GB	16.1 KB
920	02/b479f1	26802	samtoolsIndex (919)	COMPLETED	0	2020-09-18 16:54:04.891	12.1s	12s	64.9%	6 MB	29.5 MB	309.4 MB	13.9 KB
921	22/34d8ee	28964	samtoolsIndex (920)	COMPLETED	0	2020-09-18 16:54:13.246	3.8s	3.6s	62.4%	6.1 MB	29.5 MB	83.3 MB	13.6 KB
918	97/1d5628	27368	samtoolsIndex (917)	COMPLETED	0	2020-09-18 16:54:07.126	11.6s	11.2s	66.3%	6.1 MB	29.5 MB	293.9 MB	13.7 KB
915	aa/b3e520	27289	samtoolsIndex (914)	COMPLETED	0	2020-09-18 16:54:06.942	13.1s	13s	67.6%	6.2 MB	29.6 MB	341.3 MB	13.7 KB
931	45/720bbb	30398	samtoolsIndex (930)	COMPLETED	0	2020-09-18 16:54:17.080	4s	3.8s	64.3%	5.9 MB	29.5 MB	90.9 MB	13.5 KB
912	3e/650ebb	24279	samtoolsIndex (911)	COMPLETED	0	2020-09-18 16:53:56.516	25s	24.8s	65.2%	6.1 MB	29.6 MB	637.2 MB	15 KB
932	2a/742e28	31521	samtoolsIndex (931)	COMPLETED	0	2020-09-18 16:54:20.022	2.9s	2.7s	66.1%	6.2 MB	29.5 MB	67.4 MB	13.5 KB
925	e4/e08463	31952	samtoolsIndex (924)	COMPLETED	0	2020-09-18 16:54:21.115	3.1s	2.9s	67.2%	6.2 MB	29.5 MB	69.8 MB	13.4 KB
922	ba/df354a	29022	samtoolsIndex (921)	COMPLETED	0	2020-09-18 16:54:13.381	12.7s	12.4s	61.8%	6.1 MB	29.6 MB	324.8 MB	13.8 KB
924	2f/3fa872	30340	samtoolsIndex (923)	COMPLETED	0	2020-09-18 16:54:16.980	10.8s	10.6s	66.5%	6.2 MB	29.5 MB	277 MB	13.7 KB
928	c0/e83ca8	29751	samtoolsIndex (927)	COMPLETED	0	2020-09-18 16:54:15.483	12.7s	12.5s	63.6%	6.2 MB	29.6 MB	319.9 MB	13.9 KB
923	39/ac679f	30101	samtoolsIndex (922)	COMPLETED	0	2020-09-18 16:54:16.539	14.4s	14.2s	68.0%	6.3 MB	29.8 MB	358.5 MB	15.5 KB
927	7a/84f0ed	31017	samtoolsIndex (926)	COMPLETED	0	2020-09-18 16:54:18.682	17.1s	17s	65.7%	6.2 MB	29.6 MB	429.3 MB	14.1 KB
926	d6/8a16eb	1596	samtoolsIndex (925)	COMPLETED	0	2020-09-18 16:54:26.093	9.8s	9.6s	64.5%	6.1 MB	29.5 MB	237.6 MB	13.7 KB
933	c9/45dc0c	32155	samtoolsIndex (932)	COMPLETED	0	2020-09-18 16:54:21.527	14.3s	14.1s	67.2%	6.3 MB	29.6 MB	369.7 MB	13.8 KB
934	dd/1ac816	3382	samtoolsIndex (933)	COMPLETED	0	2020-09-18 16:54:30.941	5.7s	5.5s	63.3%	6.1 MB	29.5 MB	133.1 MB	13.6 KB
935	bc/ab2794	32723	samtoolsIndex (934)	COMPLETED	0	2020-09-18 16:54:22.944	13.9s	13.7s	65.4%	6.2 MB	29.6 MB	352.9 MB	14 KB
929	b8/f4c128	2240	samtoolsIndex (928)	COMPLETED	0	2020-09-18 16:54:27.756	10.6s	10.4s	62.6%	6.1 MB	29.5 MB	273.1 MB	13.5 KB
937	19/ef31dc	4944	samtoolsIndex (936)	COMPLETED	0	2020-09-18 16:54:35.799	2.7s	2.5s	68.1%	6.1 MB	29.5 MB	64.7 MB	13.4 KB
936	c1/0f414e	755	samtoolsIndex (935)	COMPLETED	0	2020-09-18 16:54:24.169	15.6s	15.4s	65.9%	6.3 MB	29.6 MB	388.6 MB	14 KB
930	98/ac225a	2434	samtoolsIndex (929)	COMPLETED	0	2020-09-18 16:54:28.184	13.2s	13s	67.0%	6.2 MB	29.5 MB	333.2 MB	13.8 KB
947	40/054fc2	6181	samtoolsIndex (946)	COMPLETED	0	2020-09-18 16:54:38.329	5.5s	5.3s	67.3%	6.1 MB	29.5 MB	138.8 MB	13.6 KB
950	b8/91ba13	6721	samtoolsIndex (949)	COMPLETED	0	2020-09-18 16:54:39.805	4.9s	4.7s	60.9%	6.2 MB	29.5 MB	117.3 MB	13.5 KB
943	80/c2b934	8614	samtoolsIndex (942)	COMPLETED	0	2020-09-18 16:54:44.699	2.7s	2.6s	61.8%	6.1 MB	29.5 MB	60 MB	13.4 KB
939	8a/e75083	5005	samtoolsIndex (938)	COMPLETED	0	2020-09-18 16:54:35.868	12.2s	11.9s	62.9%	5.9 MB	29.5 MB	314.5 MB	13.8 KB
945	95/614454	5481	samtoolsIndex (944)	COMPLETED	0	2020-09-18 16:54:36.654	13s	12.8s	67.3%	6.2 MB	29.5 MB	329.4 MB	14 KB
938	24/0000c0	5605	samtoolsIndex (937)	COMPLETED	0	2020-09-18 16:54:36.863	12.9s	12.7s	64.8%	6.1 MB	29.6 MB	327.7 MB	13.8 KB
941	a0/1622b5	7267	samtoolsIndex (940)	COMPLETED	0	2020-09-18 16:54:41.347	12s	11.7s	68.3%	6.2 MB	29.5 MB	285.2 MB	13.8 KB
948	8e/44333c	6259	samtoolsIndex (947)	COMPLETED	0	2020-09-18 16:54:38.524	16.1s	16s	66.2%	6 MB	29.5 MB	410.5 MB	14.4 KB
951	23/b22938	11778	samtoolsIndex (950)	COMPLETED	0	2020-09-18 16:54:53.394	4.3s	4.1s	67.7%	6.2 MB	29.5 MB	100.5 MB	13.6 KB
955	f3/778277	10614	samtoolsIndex (954)	COMPLETED	0	2020-09-18 16:54:49.742	8.3s	8.1s	67.5%	6.2 MB	29.6 MB	195.7 MB	14.4 KB
940	fa/2325dc	9534	samtoolsIndex (939)	COMPLETED	0	2020-09-18 16:54:47.437	10.9s	10.7s	72.1%	6.2 MB	29.5 MB	269.2 MB	13.7 KB
949	8e/e7ac4d	10558	samtoolsIndex (948)	COMPLETED	0	2020-09-18 16:54:49.630	9.7s	9.5s	67.1%	6 MB	29.5 MB	239.3 MB	13.6 KB
942	0d/f4bab5	8181	samtoolsIndex (941)	COMPLETED	0	2020-09-18 16:54:43.803	16s	15.8s	66.7%	6.4 MB	29.8 MB	405.9 MB	15.9 KB
957	02/d51282	14148	samtoolsIndex (956)	COMPLETED	0	2020-09-18 16:54:59.795	2.4s	2.2s	69.1%	6.3 MB	29.5 MB	53.1 MB	13.4 KB
952	1b/82c3b0	12230	samtoolsIndex (951)	COMPLETED	0	2020-09-18 16:54:54.672	9.3s	9.1s	71.5%	6 MB	29.5 MB	229.1 MB	13.7 KB
946	c6/c71642	9937	samtoolsIndex (945)	COMPLETED	0	2020-09-18 16:54:48.077	17.7s	17.5s	67.5%	6 MB	29.6 MB	452.7 MB	14.1 KB
960	cf/d60498	13571	samtoolsIndex (959)	COMPLETED	0	2020-09-18 16:54:58.333	9.6s	9.5s	71.0%	6.2 MB	29.5 MB	238.7 MB	13.8 KB
958	a8/a3158b	15446	samtoolsIndex (957)	COMPLETED	0	2020-09-18 16:55:03.990	6.6s	6.4s	65.3%	6.1 MB	29.5 MB	165.3 MB	13.4 KB
953	4e/f143e5	13226	samtoolsIndex (952)	COMPLETED	0	2020-09-18 16:54:57.698	16.7s	16.5s	66.5%	6 MB	29.5 MB	416.6 MB	14.4 KB
963	c4/548e9c	13883	samtoolsIndex (962)	COMPLETED	0	2020-09-18 16:54:59.323	15.3s	15.2s	63.3%	6.2 MB	29.6 MB	392.9 MB	14 KB
954	6a/60dbd7	14895	samtoolsIndex (953)	COMPLETED	0	2020-09-18 16:55:02.183	12.6s	12.4s	64.8%	6.2 MB	29.5 MB	313.1 MB	14.2 KB
959	b3/50129d	17848	samtoolsIndex (958)	COMPLETED	0	2020-09-18 16:55:10.555	5.4s	5.2s	78.9%	6.2 MB	29.5 MB	117.9 MB	13.4 KB
956	3c/bb460c	13430	samtoolsIndex (955)	COMPLETED	0	2020-09-18 16:54:58.072	18.3s	18.1s	65.9%	6.3 MB	29.6 MB	472.2 MB	14.5 KB
965	43/a227d0	16893	samtoolsIndex (964)	COMPLETED	0	2020-09-18 16:55:07.944	10.2s	10s	73.1%	6.2 MB	29.6 MB	239.2 MB	14 KB
962	6f/eb1bf9	19372	samtoolsIndex (961)	COMPLETED	0	2020-09-18 16:55:15.920	3.5s	3.3s	67.6%	6.1 MB	29.5 MB	79 MB	13.5 KB
966	34/2e2408	20661	samtoolsIndex (965)	COMPLETED	0	2020-09-18 16:55:19.431	4.6s	4.4s	76.3%	6.1 MB	29.5 MB	99.9 MB	13.3 KB
970	8a/681b84	18936	samtoolsIndex (969)	COMPLETED	0	2020-09-18 16:55:14.832	10.5s	10.3s	71.4%	6 MB	29.5 MB	255.4 MB	13.7 KB
964	81/da2881	16169	samtoolsIndex (963)	COMPLETED	0	2020-09-18 16:55:05.807	20.6s	20.4s	67.1%	6.2 MB	29.6 MB	539.2 MB	14.5 KB
973	d0/2f1b1e	19576	samtoolsIndex (972)	COMPLETED	0	2020-09-18 16:55:16.401	11.8s	11.6s	67.5%	6.1 MB	29.6 MB	314.3 MB	14.7 KB
968	f0/2619a4	22075	samtoolsIndex (967)	COMPLETED	0	2020-09-18 16:55:24.018	4.3s	4.1s	68.9%	6.1 MB	29.5 MB	100.1 MB	13.9 KB
967	f3/35faa4	18792	samtoolsIndex (966)	COMPLETED	0	2020-09-18 16:55:14.655	14.4s	14.2s	68.2%	6.2 MB	29.6 MB	364.6 MB	13.9 KB
974	80/a6d97a	20190	samtoolsIndex (973)	COMPLETED	0	2020-09-18 16:55:18.119	12.7s	12.5s	67.1%	6.1 MB	29.5 MB	317.4 MB	14 KB
944	04/75e111	5007	samtoolsIndex (943)	COMPLETED	0	2020-09-18 16:54:35.879	56.8s	56.6s	67.7%	6.5 MB	29.9 MB	1.4 GB	18.4 KB
961	e4/86ec86	18628	samtoolsIndex (960)	COMPLETED	0	2020-09-18 16:55:14.386	18.4s	18.2s	66.4%	6 MB	29.6 MB	465.2 MB	14.2 KB
978	43/38d7f3	24381	samtoolsIndex (977)	COMPLETED	0	2020-09-18 16:55:30.816	3.1s	2.9s	65.4%	6.1 MB	29.5 MB	73.9 MB	13.3 KB
981	ec/9fb3c4	25046	samtoolsIndex (980)	COMPLETED	0	2020-09-18 16:55:32.670	3.6s	3.4s	66.0%	6.2 MB	29.5 MB	82.4 MB	13.5 KB
971	eb/651bb3	22885	samtoolsIndex (970)	COMPLETED	0	2020-09-18 16:55:26.370	11.6s	11.4s	65.9%	6.1 MB	29.6 MB	300.4 MB	14 KB
969	7b/9d9dd6	22479	samtoolsIndex (968)	COMPLETED	0	2020-09-18 16:55:25.287	13s	12.8s	65.2%	6.2 MB	29.6 MB	330.8 MB	13.8 KB
976	be/4fc073	23580	samtoolsIndex (975)	COMPLETED	0	2020-09-18 16:55:28.311	10.4s	10.2s	64.9%	6 MB	29.5 MB	265.1 MB	13.7 KB
986	de/7fd820	26514	samtoolsIndex (985)	COMPLETED	0	2020-09-18 16:55:36.243	3.6s	3.5s	70.5%	6.2 MB	29.5 MB	91.2 MB	13.6 KB
972	67/dc5e37	23538	samtoolsIndex (971)	COMPLETED	0	2020-09-18 16:55:28.234	11.7s	11.6s	61.3%	6.3 MB	29.6 MB	296.1 MB	13.9 KB
975	33/6b04f0	27446	samtoolsIndex (974)	COMPLETED	0	2020-09-18 16:55:38.316	2.7s	2.5s	72.9%	6.1 MB	29.5 MB	64.7 MB	13.4 KB
980	c9/b141f0	23868	samtoolsIndex (979)	COMPLETED	0	2020-09-18 16:55:29.103	13.2s	13.1s	68.2%	6.2 MB	29.6 MB	339.8 MB	13.6 KB
977	e5/df77fb	25159	samtoolsIndex (976)	COMPLETED	0	2020-09-18 16:55:32.794	13s	12.7s	63.5%	6.1 MB	29.5 MB	318.6 MB	13.7 KB
984	39/a11063	25595	samtoolsIndex (983)	COMPLETED	0	2020-09-18 16:55:33.894	12.8s	12.6s	69.2%	6.2 MB	29.5 MB	308.3 MB	13.9 KB
994	5f/707348	30441	samtoolsIndex (993)	COMPLETED	0	2020-09-18 16:55:45.773	4.1s	3.8s	62.6%	6.1 MB	29.5 MB	93.1 MB	13.5 KB
992	b5/052691	28618	samtoolsIndex (991)	COMPLETED	0	2020-09-18 16:55:41.005	9s	8.8s	70.7%	6.2 MB	29.6 MB	207.5 MB	14 KB
979	4d/fa97f9	27178	samtoolsIndex (978)	COMPLETED	0	2020-09-18 16:55:37.963	12.9s	12.6s	65.6%	6.3 MB	29.6 MB	329.1 MB	13.7 KB
987	51/3f3c2a	28108	samtoolsIndex (986)	COMPLETED	0	2020-09-18 16:55:39.922	12.2s	12s	62.7%	6.2 MB	29.6 MB	314.6 MB	13.7 KB
983	2f/a52472	27594	samtoolsIndex (982)	COMPLETED	0	2020-09-18 16:55:38.675	14.5s	14.4s	67.2%	6.2 MB	29.6 MB	370.8 MB	14 KB
999	d6/4aeb6d	1027	samtoolsIndex (998)	COMPLETED	0	2020-09-18 16:55:53.186	3.3s	3.2s	62.7%	6.2 MB	29.5 MB	73.7 MB	13.3 KB
982	42/4d20c6	28082	samtoolsIndex (981)	COMPLETED	0	2020-09-18 16:55:39.869	20.2s	20s	64.8%	6.2 MB	29.6 MB	511.5 MB	14.6 KB
989	e3/27d243	32549	samtoolsIndex (988)	COMPLETED	0	2020-09-18 16:55:50.860	13.8s	13.6s	63.6%	6 MB	29.5 MB	338.8 MB	13.7 KB
985	c4/916ee0	32036	samtoolsIndex (984)	COMPLETED	0	2020-09-18 16:55:49.835	15.4s	15.1s	62.4%	6.1 MB	29.5 MB	386.5 MB	14.3 KB
988	5e/cc7749	32144	samtoolsIndex (987)	COMPLETED	0	2020-09-18 16:55:49.970	15.5s	15.2s	64.4%	6.2 MB	29.6 MB	384.1 MB	14.4 KB
990	65/a1a93d	4404	samtoolsIndex (989)	COMPLETED	0	2020-09-18 16:56:04.615	4.3s	4.1s	64.9%	6.2 MB	29.5 MB	91.9 MB	13.5 KB
996	b6/e60851	30875	samtoolsIndex (995)	COMPLETED	0	2020-09-18 16:55:46.732	23.9s	23.8s	63.0%	6.3 MB	29.8 MB	592.2 MB	14.9 KB
998	ab/638488	582	samtoolsIndex (997)	COMPLETED	0	2020-09-18 16:55:52.115	19.3s	19.2s	64.7%	6.3 MB	29.6 MB	499.1 MB	14.6 KB
995	45/2b9e02	4627	samtoolsIndex (994)	COMPLETED	0	2020-09-18 16:56:05.204	8.4s	8.2s	68.0%	6.2 MB	29.6 MB	206.8 MB	13.8 KB
1005	d2/a88f60	6186	samtoolsIndex (1004)	COMPLETED	0	2020-09-18 16:56:10.666	3.1s	2.9s	63.6%	6.1 MB	29.5 MB	72.7 MB	13.3 KB
997	10/a9abff	4765	samtoolsIndex (996)	COMPLETED	0	2020-09-18 16:56:05.467	9.7s	9.5s	69.1%	6.2 MB	29.5 MB	232.3 MB	13.6 KB
1006	e9/4af99a	7100	samtoolsIndex (1005)	COMPLETED	0	2020-09-18 16:56:13.786	3.4s	3.2s	66.8%	6.2 MB	29.5 MB	77.5 MB	13.7 KB
1000	e4/294d76	2190	samtoolsIndex (999)	COMPLETED	0	2020-09-18 16:55:56.484	21s	20.9s	64.4%	6.4 MB	29.6 MB	531.5 MB	14.5 KB
991	56/25ca79	3237	samtoolsIndex (990)	COMPLETED	0	2020-09-18 16:56:00.063	18.2s	18s	64.0%	6.3 MB	29.6 MB	468.4 MB	14 KB
993	b0/06feee	29118	samtoolsIndex (992)	COMPLETED	0	2020-09-18 16:55:42.325	36.2s	36s	62.0%	6.3 MB	29.8 MB	936.6 MB	15.9 KB
1008	71/081c9a	7481	samtoolsIndex (1007)	COMPLETED	0	2020-09-18 16:56:15.138	3.5s	3.3s	67.1%	6 MB	29.5 MB	81.5 MB	13.6 KB
1009	54/4d8f8b	8076	samtoolsIndex (1008)	COMPLETED	0	2020-09-18 16:56:17.187	4.3s	4.2s	78.6%	6.2 MB	29.5 MB	101.4 MB	13.3 KB
1001	60/8fac05	6398	samtoolsIndex (1000)	COMPLETED	0	2020-09-18 16:56:11.455	10.4s	10.1s	65.2%	5.9 MB	29.5 MB	260.2 MB	13.7 KB
1004	e0/f86680	5600	samtoolsIndex (1003)	COMPLETED	0	2020-09-18 16:56:08.882	13.2s	13s	62.5%	6.1 MB	29.6 MB	340.9 MB	13.7 KB
1010	62/37d922	8562	samtoolsIndex (1009)	COMPLETED	0	2020-09-18 16:56:18.267	5.2s	5.1s	68.1%	6.1 MB	29.5 MB	130.3 MB	13.6 KB
1007	b2/69d077	8264	samtoolsIndex (1006)	COMPLETED	0	2020-09-18 16:56:17.507	9.2s	9.1s	68.1%	6.2 MB	29.6 MB	244.8 MB	13.8 KB
